act,scene,character,dialogue,line_number,paraphrased
Act II,Scene II,King Claudius,"More than his father's death, that thus hath put him",1052," More than his father's death causing this situation

Or simply: More than his father's death leading to this."
Act II,Scene II,King Claudius,"So much from the understanding of himself,",1053, So much self-awareness
Act II,Scene II,King Claudius,"I cannot dream of: I entreat you both,",1054," I can't even imagine: I kindly request that you both consider, or I can't conceive of: I politely ask for your thoughts on, or I can hardly picture: I humbly ask for your opinions on."
Act II,Scene II,King Claudius,"That, being of so young days brought up with him,",1055," As a child, I grew up with him."
Act II,Scene II,King Claudius,"And sith so neighbour'd to his youth and havior,",1056," Given how close it was to his upbringing and behavior,"
Act II,Scene II,King Claudius,That you vouchsafe your rest here in our court,1057, You're welcome to take a break here in our premises.
Act II,Scene II,King Claudius,Some little time: so by your companies,1058," A bit of time, please, by each of you."
Act II,Scene II,King Claudius,"To draw him on to pleasures, and to gather,",1059," To tempt him with enjoyments, and assemble things together."
Act II,Scene II,King Claudius,"So much as from occasion you may glean,",1060, As much information as you can gather from each situation.
Act II,Scene II,King Claudius,"Whether aught, to us unknown, afflicts him thus,",1061," If something, unknown to us, is causing him such distress."
Act II,Scene II,King Claudius,"That, open'd, lies within our remedy.",1062, That can be resolved with our intervention.
Act II,Scene II,Queen Gertrude,"Good gentlemen, he hath much talk'd of you;",1063," Gentlemen, he has spoken highly about you on several occasions."
Act II,Scene II,Queen Gertrude,And sure I am two men there are not living,1064,100% certain that no two individuals are alive.
Act II,Scene II,Queen Gertrude,To whom he more adheres. If it will please you,1065, To who he is more loyal. If it suits you.
Act II,Scene II,Queen Gertrude,To show us so much gentry and good will,1066," To display such elegance, kindness, and generosity towards us"
Act II,Scene II,Queen Gertrude,"As to expend your time with us awhile,",1067, Spend some time with us for a while.
Act II,Scene II,Queen Gertrude,"For the supply and profit of our hope,",1068, For the fulfillment and gain from our expectations
Act II,Scene II,Queen Gertrude,Your visitation shall receive such thanks,1069, Your visit will be gratefully appreciated
Act II,Scene II,Queen Gertrude,As fits a king's remembrance.,1070, Fits a king's memory well.
Act II,Scene II,Rosencrantz,Both your majesties,1071," Both of you, esteemed rulers. (or) Both of you, noble monarchs. (or) Both of you, kings and queens."
Act II,Scene II,Rosencrantz,"Might, by the sovereign power you have of us,",1072," By your authority over us, could you..."
Act II,Scene II,Rosencrantz,Put your dread pleasures more into command,1073, Prioritize your desired indulgences more
Act II,Scene II,Rosencrantz,Than to entreaty.,1074, Rather than asking.
Act II,Scene II,Guildenstern,"But we both obey,",1075, We both comply.
Act II,Scene II,Guildenstern,"And here give up ourselves, in the full bent",1076, And here surrender ourselves completely
Act II,Scene II,Guildenstern,"To lay our service freely at your feet,",1077, To offer our service willingly at your disposal.
Act II,Scene II,Guildenstern,To be commanded.,1078, To be ordered.
Act II,Scene II,King Claudius,"Thanks, Rosencrantz and gentle Guildenstern.",1079," Thanks, Rosencrantz and old buddy Guildenstern."
Act II,Scene II,Queen Gertrude,"Thanks, Guildenstern and gentle Rosencrantz:",1080," Thanks a bunch, Guildenstern and Rosencrantz."
Act II,Scene II,Queen Gertrude,And I beseech you instantly to visit,1081, Please come over immediately.
Act II,Scene II,Queen Gertrude,"My too much changed son. Go, some of you,",1082," My overly changed son. Some of you, leave."
Act II,Scene II,Queen Gertrude,And bring these gentlemen where Hamlet is.,1083, And take them to where Hamlet currently is.
Act II,Scene II,Guildenstern,Heavens make our presence and our practises,1084," Heavens, let's be present and behave appropriately."
Act II,Scene II,Guildenstern,Pleasant and helpful to him!,1085, Pleasant and useful for/to him!
Act II,Scene II,Queen Gertrude,"Ay, amen!",1086,"Yeah, absolutely!"
Act II,Scene II,[stage direction],"Exeunt ROSENCRANTZ, GUILDENSTERN, and some Attendants",," Rosencrantz, Guildenstern, and a few Followers leave the scene."
Act II,Scene II,[stage direction],Enter POLONIUS,," Enter Polonius, please"
Act II,Scene II,Lord Polonius,"The ambassadors from Norway, my good lord,",1087," The ambassadors from Norway, dear lord, (informal)
The Norwegian ambassadors, good lord, (formal)
Norwegian ambassadors, my lord, (neutral)
Lord, the ambassadors from Norway, (impersonal)"
Act II,Scene II,Lord Polonius,Are joyfully return'd.,1088, We are glad to be back.
Act II,Scene II,King Claudius,Thou still hast been the father of good news.,1089, You've always been a source of good news.
Act II,Scene II,Lord Polonius,"Have I, my lord? I assure my good liege,",1090," Have I, my lord? I can confirm, my esteemed sovereign."
Act II,Scene II,Lord Polonius,"I hold my duty, as I hold my soul,",1091, I uphold my responsibility as fiercely as I cherish myself.
Act II,Scene II,Lord Polonius,Both to my God and to my gracious king:,1092," To both, my God and my gracious monarch:"
Act II,Scene II,Lord Polonius,"And I do think, or else this brain of mine",1093," And I'm inclined to believe, otherwise it wouldn't occur to me."
Act II,Scene II,Lord Polonius,Hunts not the trail of policy so sure,1094, Doesn't tread the path of a clear-cut plan
Act II,Scene II,Lord Polonius,"As it hath used to do, that I have found",1095," As it usually does, I have discovered"
Act II,Scene II,Lord Polonius,The very cause of Hamlet's lunacy.,1096, The reason for Hamlet's madness
Act II,Scene II,King Claudius,"O, speak of that; that do I long to hear.",1097,"Oh, tell me about it; I really want to know."
Act II,Scene II,Lord Polonius,Give first admittance to the ambassadors;,1098, Grant entry to the ambassadors first.
Act II,Scene II,Lord Polonius,My news shall be the fruit to that great feast.,1099, My news will serve as a delight for that grand celebration.
Act II,Scene II,King Claudius,"Thyself do grace to them, and bring them in.",1100, Treat them kindly and let them come in.
Act II,Scene II,[stage direction],Exit POLONIUS,, Exit Polonius (modern)
Act II,Scene II,King Claudius,"He tells me, my dear Gertrude, he hath found",1101," He's informed me, dear Gertrude, that he has discovered"
Act II,Scene II,King Claudius,The head and source of all your son's distemper.,1102, The root cause of all your son's illnesses.
Act II,Scene II,Queen Gertrude,I doubt it is no other but the main;,1103, I highly doubt it's anything else but the primary one.
Act II,Scene II,Queen Gertrude,"His father's death, and our o'erhasty marriage.",1104," His father's passing, and our hastily arranged wedding."
Act II,Scene II,King Claudius,"Well, we shall sift him.",1105," Well, let's scrutinize him thoroughly."
Act II,Scene II,[stage direction],"Re-enter POLONIUS, with VOLTIMAND and CORNELIUS",," Polonius reappears, accompanied by Voltimand and Cornelius."
Act II,Scene II,King Claudius,"Welcome, my good friends!",1106," Hi there, fantastic folks!"
Act II,Scene II,King Claudius,"Say, Voltimand, what from our brother Norway?",1107," Hey Voltimand, what's the latest news from our Norwegian friend?"
Act II,Scene II,Voltimand,Most fair return of greetings and desires.,1108, Best reciprocal greetings and wishes.
Act II,Scene II,Voltimand,"Upon our first, he sent out to suppress",1109," On our first encounter, he immediately took action to calm things down."
Act II,Scene II,Voltimand,His nephew's levies; which to him appear'd,1110, His nephew's troops; they seemed to him
Act II,Scene II,Voltimand,To be a preparation 'gainst the Polack;,1111, To prepare for the potential confrontation with Russians (or someone from Russia)
Act II,Scene II,Voltimand,"But, better look'd into, he truly found",1112," However, upon further investigation, he genuinely discovered"
Act II,Scene II,Voltimand,"It was against your highness: whereat grieved,",1113," It went against you, and it saddened me."
Act II,Scene II,Voltimand,"That so his sickness, age and impotence",1114," That his illness, old age, and incapacity would... (Incomplete sentence, so it's hard to give a definitive answer without more context.)"
Act II,Scene II,Voltimand,"Was falsely borne in hand, sends out arrests",1115," Was falsely handed, issues warrants"
Act II,Scene II,Voltimand,"On Fortinbras; which he, in brief, obeys;",1116, Regarding Fortinbras; he follows him with little question.
Act II,Scene II,Voltimand,"Receives rebuke from Norway, and in fine",1117," Receives criticism from Norway, ultimately."
Act II,Scene II,Voltimand,Makes vow before his uncle never more,1118, Swears to his uncle never again
Act II,Scene II,Voltimand,To give the assay of arms against your majesty.,1119, To challenge your royalty with a display of weapons.
Act II,Scene II,Voltimand,"Whereon old Norway, overcome with joy,",1120," On old Norway, overwhelmed with joy,"
Act II,Scene II,Voltimand,"Gives him three thousand crowns in annual fee,",1121, Pays him a yearly fee of three thousand dollars.
Act II,Scene II,Voltimand,"And his commission to employ those soldiers,",1122, And he appointed them to use those soldiers.
Act II,Scene II,Voltimand,"So levied as before, against the Polack:",1123," As before, imposed upon the Polish: (or) Against the Pole, imposed again:"
Act II,Scene II,Voltimand,"With an entreaty, herein further shown,",1124," Requesting again, as illustrated hereafter:"
Act II,Scene II,[stage direction],Giving a paper,, Submitting a document
Act II,Scene II,Voltimand,That it might please you to give quiet pass,1125, I hope you'll find it satisfactory if I can provide some peace and quiet.
Act II,Scene II,Voltimand,"Through your dominions for this enterprise,",1126," Across all your territories, for this project."
Act II,Scene II,Voltimand,On such regards of safety and allowance,1127, Regarding safety measures and permissions
Act II,Scene II,Voltimand,As therein are set down.,1128, As it's written there.
Act II,Scene II,King Claudius,It likes us well;,1129, It's fond of us.
Act II,Scene II,King Claudius,"And at our more consider'd time well read,",1130," And during a thoughtful moment, we will thoroughly review."
Act II,Scene II,King Claudius,"Answer, and think upon this business.",1131," Respond to this matter, and consider it carefully."
Act II,Scene II,King Claudius,Meantime we thank you for your well-took labour:,1132," In the meantime, thank you for your hard work."
Act II,Scene II,King Claudius,Go to your rest; at night we'll feast together:,1133," Go rest for now, let's have a feast later tonight."
Act II,Scene II,King Claudius,Most welcome home!,1134, Welcome Home!
Act II,Scene II,[stage direction],Exeunt VOLTIMAND and CORNELIUS,, Voltimand and Cornelius exit (modern English)
Act II,Scene II,Lord Polonius,This business is well ended.,1135, This business has been successfully concluded.
Act II,Scene II,Lord Polonius,"My liege, and madam, to expostulate",1136," My lord and lady, let's discuss."
Act II,Scene II,Lord Polonius,"What majesty should be, what duty is,",1137," What it means to be majestic, what our duties entail."
Act II,Scene II,Lord Polonius,"Why day is day, night night, and time is time,",1138," Why is a day a day, a night a night, and time time?"
Act II,Scene II,Lord Polonius,"Were nothing but to waste night, day and time.",1139," We're only spending our nights, days, and time unwisely."
Act II,Scene II,Lord Polonius,"Therefore, since brevity is the soul of wit,",1140," Consequently, given that conciseness is the essence of cleverness... (abbreviated) Hence, since briefness embodies intelligence..."
Act II,Scene II,Lord Polonius,"And tediousness the limbs and outward flourishes,",1141, And the monotony wears on our body movements and external gestures.
Act II,Scene II,Lord Polonius,I will be brief: your noble son is mad:,1142, I'll keep it concise: Your esteemed son appears to be mentally unwell.
Act II,Scene II,Lord Polonius,"Mad call I it; for, to define true madness,",1143," I wouldn't exactly call it sane; rather, to precisely describe true insanity,"
Act II,Scene II,Lord Polonius,What is't but to be nothing else but mad?,1144, What is it but to be completely insane?
Act II,Scene II,Lord Polonius,But let that go.,1145," Let it slide, instead."
